image,Data_,Data_Label,Data_Description
http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Hatch.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57903,Edwin Hatch,English theologian
http://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Knollys%20LCCN2014691688.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57948,"Francis Knollys, 1st Viscount Knollys",Private secretary to King Edward VII and George V (1837-1924)
http://commons.wikimedia.org/wiki/Special:FilePath/Frankhar.JPG,https://snarc-llgc.wikibase.cloud/entity/Q58712,Frank Harris,"Irish-American writer, journalist and publisher"
http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Morgan%20by%20Alex%20Boyd.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58443,Edwin Morgan,Scottish poet and translator (1920-2010)
http://commons.wikimedia.org/wiki/Special:FilePath/FrancisHorner.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58412,Francis Horner,British politician (1778-1817)
http://commons.wikimedia.org/wiki/Special:FilePath/SirFrancisWindebank.gif,https://snarc-llgc.wikibase.cloud/entity/Q58410,Francis Windebank,English politician
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Smith%20of%20Warwick.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58413,Francis Smith,English master-builder and architect
http://commons.wikimedia.org/wiki/Special:FilePath/BishopFrancisJeune.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58439,Francis Jeune,"Bishop, schoolmaster, college head"
http://commons.wikimedia.org/wiki/Special:FilePath/Frank%20Hugh%20O%27Donnell.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58425,Frank Hugh O'Donnell,British politician
http://commons.wikimedia.org/wiki/Special:FilePath/Frank%20Kidson%20c1900.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58435,Frank Kidson,British folksong collector and musicologist (1855-1926)
http://commons.wikimedia.org/wiki/Special:FilePath/QUARLES%20Francis.png,https://snarc-llgc.wikibase.cloud/entity/Q58140,Francis Quarles,English poet
http://commons.wikimedia.org/wiki/Special:FilePath/Frank%20O%27Connor%20plaque%2C%20Cork.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58089,Frank O'Connor,Irish writer (1903-1966)
http://commons.wikimedia.org/wiki/Special:FilePath/Chantrey-francis%20selfportrait.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58832,Francis Legatt Chantrey,English artist (1781-1841)
http://commons.wikimedia.org/wiki/Special:FilePath/FrancisSeymour%201stBaronSeymour%20OfTrowbridge%20Died%201664%20PetworthHouse.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58521,"Francis Seymour, 1st Baron Seymour of Trowbridge",English politician (1590-1664)
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20William%20Newman%20Watkins.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58908,Francis William Newman,English scholar and writer
http://commons.wikimedia.org/wiki/Special:FilePath/Captain%20Francisa%20Grose%2C%20FSA.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58871,Francis Grose,"English antiquary, draughtsman, and lexicographer (c1731 - 1791)"
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20J.%20Child.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59506,Francis James Child,American folklorist (1825-1896)
http://commons.wikimedia.org/wiki/Special:FilePath/Eleanor%20Farjeon%20%28%D0%AD%D0%BB%D0%B5%D0%B0%D0%BD%D0%BE%D1%80%20%D0%A4%D0%B0%D1%80%D0%B4%D0%B6%D0%BE%D0%BD%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58279,Eleanor Farjeon,English children's writer
http://commons.wikimedia.org/wiki/Special:FilePath/Eggert%20%C3%93lafsson%27s%20Death.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59640,Eggert Ólafsson,Icelandic writer and explorer (1726-1768)
http://commons.wikimedia.org/wiki/Special:FilePath/PSM%20V28%20D300%20Francis%20Trevelyan%20Buckland.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59564,Francis Trevelyan Buckland,English naturalist
http://commons.wikimedia.org/wiki/Special:FilePath/Lord%20Longford%20Allan%20Warren.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59662,"Frank Pakenham, 7th Earl of Longford",British politician (1905-2001)
http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Landseer.png,https://snarc-llgc.wikibase.cloud/entity/Q59750,Edwin Landseer,English painter (1802-1873)
http://commons.wikimedia.org/wiki/Special:FilePath/Bertou-Kerverziou.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60625,Gwilherm Berthou,French poet
http://commons.wikimedia.org/wiki/Special:FilePath/Burgess-maclean.JPG,https://snarc-llgc.wikibase.cloud/entity/Q59388,Guy Burgess,"British-born radio producer, intelligence and Foreign Office officer and double agent"
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20North%2C%201st%20Baron%20Guilford%20by%20John%20Riley%20lowres%20color.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59777,"Francis North, 1st Baron Guilford",English politician and Baron
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Jeffrey%2C%20Lord%20Jeffrey%20by%20Andrew%20Geddes.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59789,"Francis Jeffrey, Lord Jeffrey","Scottish politician, judge, literary critic (1773-1850)"
http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Lutyens.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62181,Edwin Lutyens,British architect
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Pym%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59984,Francis Pym,British politician (1922–2008)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Coll.%20Langhorne%20%284673350%29%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61655,Rowland Laugharne,Welsh-born English soldier
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Daniel%20Evans%20%281862-1943%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62276,John Daniel Evans,explorer
http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Guest%20by%20John%20Watson%20Gordon.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62422,Edwin Guest,British antiquarian
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Thomas%20Rees%20%284674573%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62942,Thomas Rees,Welsh Congregational minister and historian of nonconformity
http://commons.wikimedia.org/wiki/Special:FilePath/David-Williams-Castell-Deudraeth.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61788,David Williams,Welsh Liberal Party politician
http://commons.wikimedia.org/wiki/Special:FilePath/David%20Woolf%20Marks.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61777,David Woolf Marks,British rabbi
http://commons.wikimedia.org/wiki/Special:FilePath/Davies%20Gilbert%20with%20signature.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61823,Davies Gilbert,"scientist and mathematician, President of the Royal Society, M.P."
http://commons.wikimedia.org/wiki/Special:FilePath/Gu%C3%B0brandur%20Vigf%C3%BAsson.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62517,Guðbrandur Vigfússon,Icelandic scholar
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Thompson%20at%2019.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61986,Francis Thompson,British poet (1859-1907)
http://commons.wikimedia.org/wiki/Special:FilePath/Major-General%20Sir%20Thomas%20Morgan%201604-1679.png,https://snarc-llgc.wikibase.cloud/entity/Q62642,"Sir Thomas Morgan, 1st Baronet","Welsh soldier during the English Civil War, and Commander-in-Chief in Scotland during the Restoration"
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Jones%2C%20%27Talhaiarn%27.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63341,John Jones,Welsh poet and architect (1810-1869)
http://commons.wikimedia.org/wiki/Special:FilePath/Edwin%20Richard%20Windham%20Wyndham-Quin%2C%203rd%20Earl%20of%20Dunraven%20and%20Mount-Earl.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62669,"Edwin Wyndham-Quin, 3rd Earl of Dunraven and Mount-Earl",British politician
http://commons.wikimedia.org/wiki/Special:FilePath/Cerflun%20o%20Thomas%20Huet%20un%20o%20gyfieithwyr%20y%20Beibl%20Bible%20translator%20T%20Huet%3B%20Translators%27%20Monument%2C%20St%20Asaph%20Wales%2003.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62854,Thomas Huet,Welsh clergyman and translator of the Bible
http://commons.wikimedia.org/wiki/Special:FilePath/Hugh%20Evans%20Cwm%20eithin.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62693,Hugh Evans,Welsh author and publisher (1854-1934)
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20J.%20H.%20Jenkinson%2C%201915.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62701,Francis Jenkinson,Cambridge University Librarian (1853-1923)
http://commons.wikimedia.org/wiki/Special:FilePath/Liotard%20-%20PORTRAIT%20OF%20FRANCIS%20OWEN%2C%20THREE-QUARTER-LENGTH%2C%20IN%20SEVENTEENTH-CENTURY%20VAN%20DYCK%20COSTUME%2C%201773%2C%20Lot%2058.png,https://snarc-llgc.wikibase.cloud/entity/Q65353,Francis Owen,British Member of Parliament (1745-1774)
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Turner%20Palgrave.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64380,Francis Turner Palgrave,English poet and critic
http://commons.wikimedia.org/wiki/Special:FilePath/Dr%20William%20Rees%20%28Gwilym%20Hiraethog%2C%201802-83%29%20%281870%29%20NLW3364252.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64398,William Rees,Welsh minister and writer (1802-1883)
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Wrangham%20Thomson.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64631,Francis Wrangham,English archdeacon (1769-1842)
http://commons.wikimedia.org/wiki/Special:FilePath/David%20Williams-Ellis%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67657,David Williams-Ellis,British sculptor
http://commons.wikimedia.org/wiki/Special:FilePath/Revd%20William%20Thomas%20%28Gwilym%20Marles%2C%201834-79%29%20%28U%29%20NLW3364226.jpg,https://snarc-llgc.wikibase.cloud/entity/Q66420,William Thomas,19th-century Welsh minister and poet (bardic name Gwilym Marles)
http://commons.wikimedia.org/wiki/Special:FilePath/Huber%202-crop.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67184,Francis Huber,Swiss naturalist (1750-1831)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Rev.%20Wm.%20Rowlands%20%284670188%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67341,William Rowlands,principal founder of the Calvinistic Methodist connexion in the United States
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Evans%2C%20Archddiacon%20Meirionnydd.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67853,John Evans,Welsh archdeacon of Merioneth
http://commons.wikimedia.org/wiki/Special:FilePath/David%20William%20Jones%20%28gcf07250%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q67768,David William Jones,musician and composer
http://commons.wikimedia.org/wiki/Special:FilePath/U.S.%20Ambassador%20to%20Italy%20David%20Thorne.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70472,David Thorne,American diplomat
http://commons.wikimedia.org/wiki/Special:FilePath/Francis%20Humberston%20Mackenzie.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70623,"Francis Mackenzie, 1st Baron Seaforth",British Army general
http://commons.wikimedia.org/wiki/Special:FilePath/Ap%20Caledfryn.jpg,https://snarc-llgc.wikibase.cloud/entity/Q68169,William Williams,"Welsh artist, called Ap Caledfryn"
http://commons.wikimedia.org/wiki/Special:FilePath/764%20album%20dauphin%C3%A9%2C%20Dauphins%2C%20by%20AD%20cropped%205.jpeg,https://snarc-llgc.wikibase.cloud/entity/Q70396,Guigues VI of Viennois,French noble
http://commons.wikimedia.org/wiki/Special:FilePath/Elaine%20Delmar%20%281962%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q71119,Elaine Delmar,British singer
http://commons.wikimedia.org/wiki/Special:FilePath/Frank%20Marcam.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70636,Frank Markham,British politician (1897-1975)
http://commons.wikimedia.org/wiki/Special:FilePath/Gustave%20Flaubert.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70151,Gustave Flaubert,French writer
http://commons.wikimedia.org/wiki/Special:FilePath/Walsingham.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70252,Francis Walsingham,"English spy, diplomat and politician (1532-1590)"
http://commons.wikimedia.org/wiki/Special:FilePath/Guillaume%20Durand.png,https://snarc-llgc.wikibase.cloud/entity/Q70330,Guillaume Durand,French bishop
http://commons.wikimedia.org/wiki/Special:FilePath/FrancisVere.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70344,Francis Vere,English soldier
http://commons.wikimedia.org/wiki/Special:FilePath/Vicente%20L%C3%B3pez%20Porta%C3%B1a%20-%20el%20pintor%20Francisco%20de%20Goya.jpg,https://snarc-llgc.wikibase.cloud/entity/Q69835,Francisco Goya,Spanish painter and printmaker (1746–1828)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Wadsworth%20Longfellow%20-%20Project%20Gutenberg%20eText%2016786.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57578,Henry Wadsworth Longfellow,American poet (1807-1882)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry-John-Temple-3rd-Viscount-Palmerston%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57826,"Henry Temple, 3rd Viscount Palmerston",British statesman and prime minister (1784–1865)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20V%20Miniature.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57936,Henry V of England,King of England from 1413 to 1422
http://commons.wikimedia.org/wiki/Special:FilePath/HTColebrooke.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57888,Henry Thomas Colebrooke,English linguist (1765-1837)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20VI%20of%20England%2C%20Shrewsbury%20book.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57991,Henry VI of England,King of England (1421–1471)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Vassall-Fox%203rd%20Baron%20Holland%20%281795%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58761,"Henry Vassall-Fox, 3rd Baron Holland",English politician (1773-1840)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Taylor%20Philip%20Van%20Artevelde%2C%20by%20Julia%20Margaret%20Cameron.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58772,Henry Taylor,English playwright and poet (1800-1886)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Vane%20the%20Younger%20by%20Sir%20Peter%20Lely.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58484,Henry Vane the Younger,Seventeenth century English politician
http://commons.wikimedia.org/wiki/Special:FilePath/1stEarlOfCowley.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59261,"Henry Wellesley, 1st Earl Cowley",British diplomat (1804-1884)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20William%20Massingham%200001.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59602,Henry William Massingham,British journalist
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Warburton.jpeg,https://snarc-llgc.wikibase.cloud/entity/Q59641,Henry Warburton,British politician  (1785-1858)
http://commons.wikimedia.org/wiki/Special:FilePath/SirHenryVaneTheElder.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59408,Henry Vane the Elder,English politician
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Thoby%20Prinsep%20by%20George%20Frederic%20Watts.jpeg,https://snarc-llgc.wikibase.cloud/entity/Q59446,Henry Thoby Prinsep,British historian
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Tonks02.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62104,Henry Tonks,British artist (1862-1937)
http://commons.wikimedia.org/wiki/Special:FilePath/Houghton%202003JM-3%20-%20Henry%20Thrale.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61090,Henry Thrale,English politician
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Vincent%20Chartist.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63254,Henry Vincent,British chartist (1813-1878)
http://commons.wikimedia.org/wiki/Special:FilePath/HenryVenn.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63691,Henry Venn,English evangelical minister and one of the founders of the Clapham Sect (1724–1797)
http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%BCnter%20Grass%20auf%20dem%20Blauen%20Sofa.jpg,https://snarc-llgc.wikibase.cloud/entity/Q69767,Günter Grass,"German novelist, poet, playwright, illustrator, graphic artist, and sculptor (1927-2015)"
http://commons.wikimedia.org/wiki/Special:FilePath/HannahMore.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70111,Hannah More,English writer and philanthropist (1745-1833)
http://commons.wikimedia.org/wiki/Special:FilePath/H.G.%20Wells%20by%20Beresford.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70147,H. G. Wells,English writer (1866–1946)
http://commons.wikimedia.org/wiki/Special:FilePath/Haile%20Selassie%20in%20full%20dress.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70171,Haile Selassie I,Emperor of Ethiopia from 1930 to 1974
http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Lassen%20Martensen%2001.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70320,Hans Lassen Martensen,Danish bishop
http://commons.wikimedia.org/wiki/Special:FilePath/Bust%20Hadrian%20Musei%20Capitolini%20MC817.jpg,https://snarc-llgc.wikibase.cloud/entity/Q71904,Hadrian,emperor of Ancient Rome (76-138)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20James%20by%20John%20Singer%20Sargent%20cleaned.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57508,Henry James,American and British writer (1843–1916)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20II%20of%20England.png,https://snarc-llgc.wikibase.cloud/entity/Q57768,Henry II of England,English king
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Mackenzie%20by%20Sir%20Henry%20Raeburn.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57900,Henry Mackenzie,Scottish lawyer and writer; (1745-1831)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Miller%201940.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57754,Henry Miller,American novelist (1891–1980)
http://commons.wikimedia.org/wiki/Special:FilePath/Henrytreti.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57981,Henry III of England,"King of England, Lord of Ireland and Duke of Aquitaine (1207-1272)"
http://commons.wikimedia.org/wiki/Special:FilePath/Illumination%20of%20Henry%20IV%20%28cropped%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58009,Henry IV of England,King of England from 1399 to 1413
http://commons.wikimedia.org/wiki/Special:FilePath/British%20%28English%29%20School%20-%20Henry%20Jermyn%20%281636%E2%80%931708%29%2C%20Baron%20Dover%2C%2023rd%20Baron%20Jermyn%20-%20851811%20-%20National%20Trust.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58379,"Henry Jermyn, 1st Baron Dover",English noble (1636–1708)
http://commons.wikimedia.org/wiki/Special:FilePath/Liddell%20caricature.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58072,Henry Liddell,British classical scholar and administrator (1811–1898)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Lawes.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58123,Henry Lawes,English musician and composer
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Home%2C%20Lord%20Kames%20by%20David%20Martin.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58176,"Henry Home, Lord Kames",British lawyer and writer
http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20national%20du%20Ch%C3%A2teau%20de%20Pau%20-%20Portait%20d%27Henri%20IV%20en%20Mars%20-%20Ambroise%20Dubois%20P%2081%2020%201.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59470,Henry IV of France,King of France and Navarre; first French monarch of the House of Bourbon (1553-1610)
http://commons.wikimedia.org/wiki/Special:FilePath/Bp%20Henry%20Majendie.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59475,Henry Majendie,British bishop
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Kirke%20White%20by%20Thomas%20Barber.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59479,Henry Kirke White,English poet
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Jackson%20by%20Charles%20Wellington%20Furse.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59488,Henry Jackson,English classical scholar
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Revd.%20Henry%20Jessey%2C%20M.A%20%284674151%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59489,Henry Jessey,"Henry Jessey, or ""Jacie,"" (1603–1663), Baptist clergyman"
http://commons.wikimedia.org/wiki/Special:FilePath/HHBemroseMP.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59253,Henry Howe Bemrose,"British printer, publisher and politician"
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Labouch%C3%A8re.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61239,Henry Labouchère,British politician (1831-1912)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Harvey%20Vivian.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59657,Henry Harvey Vivian,British politician (1868-1930)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Grey%2C%201st%20Earl%20of%20Stamford.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59672,"Henry Grey, 1st Earl of Stamford",English Earl
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Lowry-Corry.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60565,Henry Lowry-Corry,British politician (1803–1873)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Huttleston%20Rogers.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60622,Henry Huttleston Rogers,American businessman
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Hoyle%20Howorth%2C%20Vanity%20Fair%2C%201895-07-11.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59909,Henry Hoyle Howorth,British politician and historian (1842-1923)
http://commons.wikimedia.org/wiki/Special:FilePath/Lord%20James%20of%20Hereford.JPG,https://snarc-llgc.wikibase.cloud/entity/Q62280,"Henry James, 1st Baron James of Hereford",British politician
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20James%20Pye%20by%20Samuel%20James%20Arnold.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60119,Henry James Pye,English Poet Laureate (1745-1813)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Knight%20Storks%2C%20Vanity%20Fair%2C%201870-12-24.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61079,Henry Knight Storks,British Army general
http://commons.wikimedia.org/wiki/Special:FilePath/HenryLamb.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61085,Henry Lamb,British artist (1883-1960)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Henry%20Howard%2C%20Earl%20of%20Northampton%20-%20English%20School.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60310,"Henry Howard, 1st Earl of Northampton",English aristocrat and courtier (1540-1614)
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Jenner%2C%20MA%20FSA.jpg,https://snarc-llgc.wikibase.cloud/entity/Q60295,Henry Jenner,British Celticist
http://commons.wikimedia.org/wiki/Special:FilePath/2ndEarlOfHarewood.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63677,"Henry Lascelles, 2nd Earl of Harewood",British politician
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Marten%20%28Martin%29%20by%20Sir%20Peter%20Lely.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64730,Henry Marten,regicide
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Mayers%20Hyndman%20by%20Sydney%20Prior%20Hall.jpg,https://snarc-llgc.wikibase.cloud/entity/Q64765,Henry Hyndman,British politician (1842-1921)
http://commons.wikimedia.org/wiki/Special:FilePath/HenryLawrence%20NPG%20D5026.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70550,Henry Montgomery Lawrence,British general
http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20Mor%20024.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70607,Henry Lee,Queen's Champion and Master of the Armoury under Queen Elizabeth I of England (1533-1611)
http://commons.wikimedia.org/wiki/Special:FilePath/H%20H%20Champion.jpg,https://snarc-llgc.wikibase.cloud/entity/Q70635,Henry Hyde Champion,British-Australian journalist and trade unionist
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Griffith%20Williams%2C%20the%20author%20and%20carpenter%20from%20Cricieth%20%281511536%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q63119,John Griffith Williams,Welsh writer
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Gielgud%20Allan%20Warren%20cropped.jpg,https://snarc-llgc.wikibase.cloud/entity/Q57562,John Gielgud,English actor and theatre director (1904-2000)
http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20John%201545-1612.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58020,John Gerard,English botanist (c. 1545–1612)
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Gilbert%2C%20by%20John%20Gilbert.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58667,John Gilbert,"English artist, illustrator and engraver (1817-1897)"
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Gibson%20by%20Margaret%20Sarah%20Carpenter%20%28n%C3%A9e%20Geddes%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59041,John Gibson,Welsh sculptor (1790-1866)
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Hamilton%20Mortimer%20Self-Portrait.jpg,https://snarc-llgc.wikibase.cloud/entity/Q58872,John Hamilton Mortimer,British artist (1740-1779)
http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20John%20Hall%20Gladstone%20%281827-1902%29%2C%20Chemist%20%282550981271%29.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59247,John Hall Gladstone,British chemist (1827-1902)
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Gwynn%20from%20NPG.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59358,John Gwynn,British architect
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Hampden%20-%20Project%20Gutenberg%20eText%2019609.jpg,https://snarc-llgc.wikibase.cloud/entity/Q59734,John Hampden,English politician (1595–1643)
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Gilbert%20portrait.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61326,John Gilbert,Archbishop of York (1693-1761)
http://commons.wikimedia.org/wiki/Special:FilePath/JohnHacket.jpg,https://snarc-llgc.wikibase.cloud/entity/Q61352,John Hacket,British bishop; (1592-1670)
http://commons.wikimedia.org/wiki/Special:FilePath/John%20Gower%20world%20Vox%20Clamantis.jpg,https://snarc-llgc.wikibase.cloud/entity/Q62082,John Gower,English writer and poet (c.1330–1408)
